ATE,Error_ATE,Error_PEHE,Problem
3.660033,0.031962,1.683308,IHDP 364
5.161995,1.309568,25.232601,IHDP 365
5.10076,0.884446,7.835533,IHDP 366
3.923495,0.028361,1.268827,IHDP 367
3.727482,0.087798,1.448705,IHDP 368
4.542613,0.680534,94.328884,IHDP 369
3.678288,0.141414,7.524048,IHDP 370
3.983172,0.417251,2.4148,IHDP 371
4.270391,0.115292,15.032798,IHDP 372
4.534935,2.208948,257.836097,IHDP 373
4.086116,0.139206,0.407358,IHDP 374
3.957812,0.043796,3.853356,IHDP 375
3.969784,0.157413,0.107796,IHDP 376
4.009639,0.113164,0.016614,IHDP 377
4.12089,0.410819,1.2751,IHDP 378
3.544981,0.005098,11.961887,IHDP 379
3.972572,0.038986,0.259332,IHDP 380
4.108098,0.081646,2.096187,IHDP 381
2.770809,1.412733,51.409659,IHDP 382
3.806732,0.08233,0.682564,IHDP 383
2.613289,1.29494,26.152004,IHDP 384
4.55917,2.954067,427.479921,IHDP 385
5.81783,1.264069,451.605114,IHDP 386
3.303696,0.380739,3.77827,IHDP 387
3.533431,0.302993,3.802216,IHDP 388
3.765228,0.172695,19.834495,IHDP 389
3.049347,0.621818,12.30866,IHDP 390
3.910273,0.261254,22.01137,IHDP 391
5.093272,0.743601,52.48859,IHDP 392
5.08876,1.696498,33.90328,IHDP 393
4.216065,0.286348,1.243847,IHDP 394
4.010602,0.189332,0.122899,IHDP 395
3.965822,0.08243,0.395407,IHDP 396
3.771529,0.092471,2.139957,IHDP 397
4.02836,0.105705,2.491927,IHDP 398
5.962017,0.927644,6.430741,IHDP 399
5.8386,1.362132,37.540967,IHDP 400
6.618298,2.559449,210.792744,IHDP 401
4.203918,0.250232,1.411579,IHDP 402
4.240114,0.119564,1.613605,IHDP 403
4.267716,0.295752,2.181777,IHDP 404
4.0697,0.247929,1.53449,IHDP 405
3.837232,0.075892,0.292698,IHDP 406
4.227002,0.262089,2.438475,IHDP 407
5.241982,1.485366,23.434388,IHDP 408
4.594335,0.340598,15.309939,IHDP 409
8.167517,4.499004,126.913314,IHDP 410
4.137189,0.238264,0.234097,IHDP 411
4.297494,1.063893,77.15033,IHDP 412
3.992074,0.39918,3.664425,IHDP 413
4.887621,0.837257,12.887377,IHDP 414
2.523297,1.631476,1509.518308,IHDP 415
4.268561,0.151699,2.925078,IHDP 416
4.116272,0.048135,0.549361,IHDP 417
1.836465,1.350176,38.484635,IHDP 418
3.346265,0.343182,5.159661,IHDP 419
4.119501,0.176219,2.083554,IHDP 420
4.264316,0.31408,20.154048,IHDP 421
4.094396,0.246185,0.328464,IHDP 422
4.092035,0.26725,0.453807,IHDP 423
4.019574,0.079334,0.757624,IHDP 424
3.959721,0.036416,0.165801,IHDP 425
5.062052,0.925491,15.609526,IHDP 426
3.293387,0.161525,23.409042,IHDP 427
4.306567,0.555139,3.740723,IHDP 428
3.981822,0.1012,0.58475,IHDP 429
5.199454,0.400543,22.214274,IHDP 430
4.576907,0.948175,7.656422,IHDP 431
4.014548,0.070668,0.023054,IHDP 432
5.590636,1.719122,38.268627,IHDP 433
9.7451,8.9418,1796.416012,IHDP 434
3.91084,0.144593,0.717267,IHDP 435
4.291502,0.057385,14.678346,IHDP 436
10.22435,6.793851,141.376851,IHDP 437
4.922349,0.967782,46.812671,IHDP 438
3.48837,0.976787,72.87943,IHDP 439
3.209458,1.032824,110.190666,IHDP 440
3.718254,0.119229,1.381007,IHDP 441
4.354939,0.52866,1.814827,IHDP 442
4.253209,0.178145,1.610458,IHDP 443
3.729984,0.310686,5.329576,IHDP 444
5.618664,1.971093,38.372523,IHDP 445
5.099168,1.131204,21.418154,IHDP 446
4.153354,0.252768,0.862042,IHDP 447
3.316493,0.156811,22.428497,IHDP 448
4.081418,0.122299,29.767295,IHDP 449
4.242427,1.103142,23.977484,IHDP 450
4.637361,0.853692,7.798941,IHDP 451
4.532308,0.401899,89.58492,IHDP 452
4.088621,0.345745,0.182868,IHDP 453
4.002836,0.380262,7.96777,IHDP 454
3.683024,0.547844,20.329883,IHDP 455
3.984479,0.063622,0.2183,IHDP 456
4.634253,0.480362,6.654612,IHDP 457
3.985477,0.086174,6.913538,IHDP 458
