ATE,Error_ATE,Error_PEHE,Problem
3.406809,0.126854,10.973086,IHDP 264
3.746296,0.296766,6.004643,IHDP 265
2.771384,0.132685,48.611858,IHDP 266
4.143977,0.083514,3.38149,IHDP 267
5.286954,0.189632,16.720815,IHDP 268
4.032261,0.171128,1.238828,IHDP 269
3.267657,0.071477,9.57761,IHDP 270
4.154091,0.161113,1.531541,IHDP 271
4.263595,0.023663,6.185148,IHDP 272
3.743914,0.243614,0.90711,IHDP 273
4.385673,0.142842,2.991054,IHDP 274
5.655607,1.031068,335.189241,IHDP 275
5.486463,0.223591,28.489321,IHDP 276
3.999168,0.003002,0.033886,IHDP 277
4.213574,0.305183,1.915192,IHDP 278
5.12422,0.089014,100.200829,IHDP 279
2.055246,2.152351,141.324877,IHDP 280
-0.076376,3.021315,366.083218,IHDP 281
7.892907,0.130167,97.255837,IHDP 282
3.896592,0.066233,7.382059,IHDP 283
4.068114,0.252345,0.230269,IHDP 284
4.088055,0.392466,37.142177,IHDP 285
4.188938,0.060278,16.857262,IHDP 286
4.784931,0.553161,83.569049,IHDP 287
3.654808,0.127963,4.848234,IHDP 288
4.163401,0.089874,4.914649,IHDP 289
4.03103,0.378438,11.941026,IHDP 290
3.465725,0.305355,110.229745,IHDP 291
5.27655,0.757636,72.916896,IHDP 292
4.124088,0.109129,0.210058,IHDP 293
3.928984,0.078051,2.058369,IHDP 294
3.024828,0.678592,163.030735,IHDP 295
3.880179,0.028351,5.918307,IHDP 296
4.108379,0.078902,9.264839,IHDP 297
3.953225,0.191804,0.100605,IHDP 298
4.138098,0.308467,1.06436,IHDP 299
4.068999,0.123146,1.224742,IHDP 300
4.526017,0.009186,28.154249,IHDP 301
6.179739,0.29979,41.991367,IHDP 302
4.105771,0.073618,0.828095,IHDP 303
4.046146,0.294801,2.899095,IHDP 304
3.948332,0.004013,4.296724,IHDP 305
5.434893,0.290399,36.70236,IHDP 306
4.760296,1.198228,122.339415,IHDP 307
3.644242,0.018374,9.098372,IHDP 308
2.61934,0.280176,218.411933,IHDP 309
2.4003,0.141629,162.754485,IHDP 310
4.722806,0.98981,222.575103,IHDP 311
4.298212,0.000616,22.748099,IHDP 312
1.895762,0.32107,90.325952,IHDP 313
3.304741,1.454349,90.448503,IHDP 314
4.202883,0.412773,40.674296,IHDP 315
4.41925,0.030692,6.760978,IHDP 316
4.092218,0.068077,0.394314,IHDP 317
7.304587,0.371207,75.69566,IHDP 318
9.677135,2.210287,850.364272,IHDP 319
4.113815,1.036172,86.890085,IHDP 320
4.44406,0.178396,12.17406,IHDP 321
5.909824,1.275137,222.72086,IHDP 322
4.506959,0.302238,7.359241,IHDP 323
4.390962,0.015639,1.198893,IHDP 324
5.836417,0.285467,23.699213,IHDP 325
2.094788,0.039202,61.967848,IHDP 326
4.558136,0.052499,32.631893,IHDP 327
12.202974,0.587807,532.57961,IHDP 328
0.575102,1.005809,176.783926,IHDP 329
3.260379,0.626442,52.636078,IHDP 330
3.067394,0.048529,12.666916,IHDP 331
4.323191,0.034258,65.48591,IHDP 332
3.926307,0.187726,0.596175,IHDP 333
4.268453,0.394589,45.784506,IHDP 334
4.107216,0.47721,23.375127,IHDP 335
5.1993,0.10554,113.271137,IHDP 336
3.611071,0.443617,308.994399,IHDP 337
4.086021,0.061214,4.848552,IHDP 338
3.991024,0.119476,0.087482,IHDP 339
9.094573,1.462383,1190.457073,IHDP 340
4.309699,0.051973,2.433906,IHDP 341
4.062607,0.333899,26.278024,IHDP 342
6.962676,0.462419,474.737448,IHDP 343
1.265449,4.581253,3001.997512,IHDP 344
3.935433,0.749961,1144.314398,IHDP 345
4.544109,0.000521,27.492386,IHDP 346
4.650149,1.679416,287.342694,IHDP 347
4.158998,0.032868,4.740559,IHDP 348
5.327891,0.359576,68.34958,IHDP 349
6.352405,3.099865,413.215888,IHDP 350
5.911359,0.033686,44.56425,IHDP 351
3.980409,0.029591,19.954236,IHDP 352
4.600258,0.032026,139.47622,IHDP 353
4.026606,0.074625,0.282636,IHDP 354
4.319107,0.224713,0.982248,IHDP 355
1.01733,0.267526,382.923533,IHDP 356
3.928458,0.003952,1.020619,IHDP 357
4.398043,0.208129,5.646639,IHDP 358
3.971575,0.294445,1.747277,IHDP 359
1.33982,0.548635,334.596999,IHDP 360
2.37995,0.481624,612.530781,IHDP 361
3.645929,0.081541,20.706189,IHDP 362
4.011113,0.183769,1.667824,IHDP 363
3.660033,0.188279,4.413545,IHDP 364
5.161995,0.126517,37.350969,IHDP 365
5.10076,0.017858,12.629076,IHDP 366
3.923495,0.032889,1.488116,IHDP 367
3.727482,0.031892,3.844838,IHDP 368
4.542613,1.133952,128.573028,IHDP 369
3.678288,0.349546,10.103437,IHDP 370
3.983172,0.154681,7.010117,IHDP 371
4.270391,0.509292,25.522899,IHDP 372
4.534935,0.741765,469.331132,IHDP 373
4.086116,0.170922,0.683054,IHDP 374
3.957812,0.153803,4.857544,IHDP 375
3.969784,0.090073,0.134426,IHDP 376
4.009639,0.05712,0.01981,IHDP 377
4.12089,0.153358,1.707699,IHDP 378
3.544981,0.121254,23.466186,IHDP 379
3.972572,0.112853,0.391454,IHDP 380
4.108098,0.340928,3.203507,IHDP 381
2.770809,1.033048,59.73483,IHDP 382
3.806732,0.033304,0.790633,IHDP 383
2.613289,0.685239,31.123245,IHDP 384
4.55917,0.413859,613.81216,IHDP 385
5.81783,0.952134,1273.830903,IHDP 386
3.303696,0.221499,7.521019,IHDP 387
3.533431,0.258747,5.20451,IHDP 388
3.765228,0.055321,30.410252,IHDP 389
3.049347,0.102622,77.057336,IHDP 390
3.910273,0.713405,51.907908,IHDP 391
5.093272,0.298508,59.151884,IHDP 392
5.08876,0.207009,43.408665,IHDP 393
4.216065,0.284867,2.302118,IHDP 394
4.010602,0.047685,0.110832,IHDP 395
3.965822,0.011749,0.465423,IHDP 396
3.771529,0.169476,2.65556,IHDP 397
4.02836,0.073941,3.217436,IHDP 398
5.962017,0.279374,37.810745,IHDP 399
5.8386,0.560322,48.18011,IHDP 400
6.618298,0.222605,284.959381,IHDP 401
4.203918,0.209116,1.676688,IHDP 402
4.240114,0.302451,2.771097,IHDP 403
4.267716,0.036508,3.204846,IHDP 404
4.0697,0.092983,1.913849,IHDP 405
3.837232,0.045928,0.339576,IHDP 406
4.227002,0.109723,3.821006,IHDP 407
5.241982,0.219207,32.712973,IHDP 408
4.594335,0.18088,29.895888,IHDP 409
8.167517,1.415996,184.11754,IHDP 410
4.137189,0.031003,0.294556,IHDP 411
4.297494,0.092874,113.21584,IHDP 412
3.992074,0.504318,9.661998,IHDP 413
4.887621,0.162945,31.274864,IHDP 414
2.523297,0.835524,2770.22355,IHDP 415
4.268561,0.165979,4.788263,IHDP 416
4.116272,0.215699,0.632073,IHDP 417
1.836465,1.281004,92.961359,IHDP 418
3.346265,0.011759,7.154841,IHDP 419
4.119501,0.271702,2.854941,IHDP 420
4.264316,0.338776,27.210722,IHDP 421
4.094396,0.054931,0.339361,IHDP 422
4.092035,0.029365,0.708837,IHDP 423
4.019574,0.17386,1.160526,IHDP 424
3.959721,0.142347,0.246597,IHDP 425
5.062052,0.087821,22.113898,IHDP 426
3.293387,0.293064,86.112218,IHDP 427
4.306567,0.060253,4.100741,IHDP 428
3.981822,0.110097,0.74289,IHDP 429
5.199454,0.39541,61.983882,IHDP 430
4.576907,0.298233,11.114359,IHDP 431
4.014548,0.048488,0.069073,IHDP 432
5.590636,0.323761,53.953293,IHDP 433
9.7451,3.894535,2312.11362,IHDP 434
3.91084,0.026041,0.913626,IHDP 435
4.291502,0.491774,21.761602,IHDP 436
10.22435,0.765743,141.858293,IHDP 437
