ATE,Error_ATE,Error_PEHE,Problem
3.374866,0.247109,0.754884,IHDP 544
4.080689,0.875309,2.169603,IHDP 545
3.841677,0.734575,1.762985,IHDP 546
3.570799,0.396731,0.446992,IHDP 547
3.754618,0.337695,1.105912,IHDP 548
4.081547,0.786738,2.577678,IHDP 549
4.015217,0.294113,0.666979,IHDP 550
3.269589,0.634213,3.818074,IHDP 551
5.15471,0.022311,0.261182,IHDP 552
6.157284,0.241682,9.529223,IHDP 553
3.999185,0.672732,1.233173,IHDP 554
4.609062,0.726693,0.977167,IHDP 555
3.890748,0.519677,1.937291,IHDP 556
3.949429,0.543896,1.423657,IHDP 557
4.606179,0.728843,1.402185,IHDP 558
4.216016,0.387447,0.584044,IHDP 559
3.369394,0.037056,1.407044,IHDP 560
4.330683,0.100066,0.859619,IHDP 561
4.898163,0.126153,0.367417,IHDP 562
3.546638,0.338685,0.454907,IHDP 563
3.382015,0.081301,0.987287,IHDP 564
4.885822,0.10432,0.44321,IHDP 565
4.81859,0.063482,2.24013,IHDP 566
3.622562,0.27532,0.521761,IHDP 567
3.907024,0.946775,2.11873,IHDP 568
5.033784,0.494459,3.642297,IHDP 569
3.922057,0.789658,1.461556,IHDP 570
4.166453,0.300268,0.21455,IHDP 571
4.084237,0.282144,1.04141,IHDP 572
4.054365,0.606019,1.246004,IHDP 573
3.037307,0.134566,11.601235,IHDP 574
8.869713,1.704592,67.618666,IHDP 575
3.959693,0.66111,1.319075,IHDP 576
3.050253,0.335529,2.645303,IHDP 577
3.765867,0.134714,0.422626,IHDP 578
3.996139,0.670353,1.361188,IHDP 579
5.580603,0.171911,0.469794,IHDP 580
3.878686,0.324523,0.675962,IHDP 581
4.439105,0.012213,3.252717,IHDP 582
4.135261,0.668626,1.606876,IHDP 583
4.487806,0.584966,1.450213,IHDP 584
3.978993,0.407493,0.704959,IHDP 585
4.722149,0.275126,0.586506,IHDP 586
4.156268,0.62672,0.891542,IHDP 587
-4.637176,5.706012,531.71018,IHDP 588
4.243372,0.659919,2.023767,IHDP 589
3.254247,0.400257,0.724684,IHDP 590
5.442333,0.448136,1.4881,IHDP 591
4.534311,0.939348,1.877451,IHDP 592
4.080917,0.707109,1.11956,IHDP 593
2.636799,0.080302,4.055011,IHDP 594
3.633806,0.766507,2.062527,IHDP 595
4.373752,0.124564,0.226809,IHDP 596
4.037209,0.630682,2.04208,IHDP 597
4.01534,0.712663,1.591017,IHDP 598
3.889182,0.810136,1.984861,IHDP 599
5.826061,0.2719,3.250356,IHDP 600
4.807439,0.04267,0.433838,IHDP 601
3.696565,0.3362,0.430624,IHDP 602
4.086471,0.597022,1.298622,IHDP 603
4.233245,0.428109,1.236061,IHDP 604
3.930943,0.470447,1.165313,IHDP 605
3.928041,0.352156,0.573892,IHDP 606
3.897389,0.723284,1.775791,IHDP 607
6.287421,0.314198,0.866053,IHDP 608
3.971515,0.069134,0.538695,IHDP 609
3.98038,0.499508,0.894814,IHDP 610
4.054829,0.79571,1.579272,IHDP 611
5.114136,0.984475,4.736777,IHDP 612
3.428223,0.167608,1.66196,IHDP 613
3.938097,0.462895,0.533972,IHDP 614
4.299617,1.045211,2.039739,IHDP 615
5.002321,0.494373,0.570084,IHDP 616
4.204315,1.15947,2.179304,IHDP 617
1.516835,2.859404,99.503486,IHDP 618
4.33635,0.475981,1.293227,IHDP 619
3.874284,0.657293,1.348286,IHDP 620
2.123021,0.467296,20.904384,IHDP 621
3.932839,0.654085,1.248172,IHDP 622
4.588096,0.86475,8.006203,IHDP 623
3.510881,0.026621,0.234275,IHDP 624
4.290535,0.743559,2.042222,IHDP 625
2.790944,0.028819,6.282433,IHDP 626
4.221297,0.232227,1.49202,IHDP 627
4.03544,0.174753,0.203321,IHDP 628
3.652032,0.187201,0.440867,IHDP 629
6.02839,0.022519,1.137767,IHDP 630
4.30118,0.103054,0.565825,IHDP 631
